date,stock,action,price,quantity,cash_remaining
20250722100400,600938.SH,buy,25.915181999999998,900,76674.00383362
20250805095800,000807.SZ,buy,15.893178,1200,57600.28305226
20250806100800,601919.SH,buy,15.473094,900,43673.1058738
20250807100300,600426.SH,buy,23.694738,400,34194.26288428
