date,total_cash
20250722141300,100146.00383362
20250722141400,100155.00383362
20250722141500,100164.00383362
20250722141600,100155.00383362
20250722141700,100164.00383362
20250722141800,100155.00383362
20250722141900,100173.00383362
20250722142000,100200.00383362
20250722142100,100209.00383362
20250722142200,100200.00383362
20250722142300,100200.00383362
20250722142400,100191.00383362
20250722142500,100191.00383362
20250722142600,100182.00383362
20250722142700,100191.00383362
20250722142800,100191.00383362
20250722142900,100191.00383362
20250722143000,100191.00383362
20250722143100,100191.00383362
20250722143200,100200.00383362
20250722143300,100200.00383362
20250722143400,100191.00383362
20250722143500,100191.00383362
20250722143600,100182.00383362
20250722143700,100191.00383362
20250722143800,100182.00383362
20250722143900,100173.00383362
20250722144000,100182.00383362
20250722144100,100191.00383362
20250722144200,100182.00383362
20250722144300,100191.00383362
20250722144400,100182.00383362
20250722144500,100200.00383362
20250722144600,100191.00383362
20250722144700,100191.00383362
20250722144800,100200.00383362
20250722144900,100200.00383362
20250722145000,100191.00383362
20250722145100,100191.00383362
20250722145200,100191.00383362
20250722145300,100200.00383362
20250722145400,100191.00383362
20250722145500,100191.00383362
20250722145600,100191.00383362
20250722145700,100200.00383362
20250722145800,100191.00383362
20250722145900,100191.00383362
20250722150000,100191.00383362
20250723093000,100218.00383362
20250723093100,100236.00383362
20250723093200,100182.00383362
20250723093300,100182.00383362
20250723093400,100146.00383362
20250723093500,100182.00383362
20250723093600,100236.00383362
20250723093700,100245.00383362
20250723093800,100218.00383362
20250723093900,100209.00383362
20250723094000,100227.00383362
20250723094100,100245.00383362
20250723094200,100245.00383362
20250723094300,100245.00383362
20250723094400,100227.00383362
20250723094500,100218.00383362
20250723094600,100209.00383362
20250723094700,100200.00383362
20250723094800,100209.00383362
20250723094900,100236.00383362
20250723095000,100254.00383362
20250723095100,100245.00383362
20250723095200,100236.00383362
20250723095300,100236.00383362
20250723095400,100218.00383362
20250723095500,100227.00383362
20250723095600,100236.00383362
20250723095700,100218.00383362
20250723095800,100218.00383362
20250723095900,100218.00383362
20250723100000,100218.00383362
20250723100100,100209.00383362
20250723100200,100209.00383362
20250723100300,100218.00383362
20250723100400,100227.00383362
20250723100500,100218.00383362
20250723100600,100227.00383362
20250723100700,100218.00383362
20250723100800,100218.00383362
20250723100900,100218.00383362
20250723101000,100218.00383362
20250723101100,100218.00383362
20250723101200,100218.00383362
20250723101300,100209.00383362
20250723101400,100227.00383362
20250723101500,100236.00383362
20250723101600,100227.00383362
20250723101700,100218.00383362
20250723101800,100218.00383362
20250723101900,100209.00383362
20250723102000,100200.00383362
20250723102100,100200.00383362
20250723102200,100200.00383362
20250723102300,100191.00383362
20250723102400,100200.00383362
20250723102500,100200.00383362
20250723102600,100200.00383362
20250723102700,100200.00383362
20250723102800,100200.00383362
20250723102900,100209.00383362
20250723103000,100227.00383362
20250723103100,100236.00383362
20250723103200,100245.00383362
20250723103300,100236.00383362
20250723103400,100236.00383362
20250723103500,100227.00383362
20250723103600,100236.00383362
20250723103700,100236.00383362
20250723103800,100236.00383362
20250723103900,100227.00383362
20250723104000,100227.00383362
20250723104100,100227.00383362
20250723104200,100227.00383362
20250723104300,100236.00383362
20250723104400,100236.00383362
20250723104500,100236.00383362
20250723104600,100227.00383362
20250723104700,100236.00383362
20250723104800,100236.00383362
20250723104900,100227.00383362
20250723105000,100245.00383362
20250723105100,100254.00383362
