date,total_cash
20250723105200,100254.00383362
20250723105300,100263.00383362
20250723105400,100254.00383362
20250723105500,100254.00383362
20250723105600,100254.00383362
20250723105700,100254.00383362
20250723105800,100263.00383362
20250723105900,100263.00383362
20250723110000,100263.00383362
20250723110100,100272.00383362
20250723110200,100272.00383362
20250723110300,100263.00383362
20250723110400,100263.00383362
20250723110500,100263.00383362
20250723110600,100272.00383362
20250723110700,100263.00383362
20250723110800,100272.00383362
20250723110900,100272.00383362
20250723111000,100281.00383362
20250723111100,100299.00383362
20250723111200,100290.00383362
20250723111300,100290.00383362
20250723111400,100290.00383362
20250723111500,100290.00383362
20250723111600,100299.00383362
20250723111700,100317.00383362
20250723111800,100317.00383362
20250723111900,100308.00383362
20250723112000,100308.00383362
20250723112100,100326.00383362
20250723112200,100326.00383362
20250723112300,100317.00383362
20250723112400,100326.00383362
20250723112500,100317.00383362
20250723112600,100317.00383362
20250723112700,100326.00383362
20250723112800,100317.00383362
20250723112900,100326.00383362
20250723113000,100335.00383362
20250723130100,100317.00383362
20250723130200,100326.00383362
20250723130300,100326.00383362
20250723130400,100335.00383362
20250723130500,100326.00383362
20250723130600,100308.00383362
20250723130700,100281.00383362
20250723130800,100281.00383362
20250723130900,100308.00383362
20250723131000,100308.00383362
20250723131100,100308.00383362
20250723131200,100317.00383362
20250723131300,100317.00383362
20250723131400,100326.00383362
20250723131500,100326.00383362
20250723131600,100317.00383362
20250723131700,100317.00383362
20250723131800,100326.00383362
20250723131900,100317.00383362
20250723132000,100326.00383362
20250723132100,100326.00383362
20250723132200,100326.00383362
20250723132300,100308.00383362
20250723132400,100317.00383362
20250723132500,100308.00383362
20250723132600,100317.00383362
20250723132700,100317.00383362
20250723132800,100317.00383362
20250723132900,100308.00383362
20250723133000,100317.00383362
20250723133100,100308.00383362
20250723133200,100308.00383362
20250723133300,100299.00383362
20250723133400,100290.00383362
20250723133500,100299.00383362
20250723133600,100281.00383362
20250723133700,100281.00383362
20250723133800,100290.00383362
20250723133900,100272.00383362
20250723134000,100281.00383362
20250723134100,100263.00383362
20250723134200,100263.00383362
20250723134300,100254.00383362
20250723134400,100254.00383362
20250723134500,100254.00383362
20250723134600,100263.00383362
20250723134700,100281.00383362
20250723134800,100272.00383362
20250723134900,100263.00383362
20250723135000,100263.00383362
20250723135100,100272.00383362
20250723135200,100263.00383362
20250723135300,100263.00383362
20250723135400,100263.00383362
20250723135500,100263.00383362
20250723135600,100245.00383362
20250723135700,100245.00383362
20250723135800,100245.00383362
20250723135900,100236.00383362
20250723140000,100245.00383362
20250723140100,100254.00383362
20250723140200,100245.00383362
20250723140300,100245.00383362
20250723140400,100227.00383362
20250723140500,100227.00383362
20250723140600,100227.00383362
20250723140700,100236.00383362
20250723140800,100236.00383362
20250723140900,100227.00383362
20250723141000,100227.00383362
20250723141100,100227.00383362
20250723141200,100218.00383362
20250723141300,100218.00383362
20250723141400,100191.00383362
20250723141500,100200.00383362
20250723141600,100200.00383362
20250723141700,100200.00383362
20250723141800,100191.00383362
20250723141900,100191.00383362
20250723142000,100173.00383362
20250723142100,100173.00383362
20250723142200,100164.00383362
20250723142300,100155.00383362
20250723142400,100137.00383362
20250723142500,100137.00383362
20250723142600,100155.00383362
20250723142700,100164.00383362
20250723142800,100173.00383362
20250723142900,100164.00383362
20250723143000,100173.00383362
20250723143100,100191.00383362
20250723143200,100191.00383362
20250723143300,100182.00383362
20250723143400,100173.00383362
20250723143500,100173.00383362
20250723143600,100164.00383362
20250723143700,100164.00383362
20250723143800,100146.00383362
20250723143900,100137.00383362
20250723144000,100146.00383362
20250723144100,100137.00383362
20250723144200,100137.00383362
20250723144300,100137.00383362
20250723144400,100128.00383362
20250723144500,100128.00383362
20250723144600,100137.00383362
20250723144700,100146.00383362
20250723144800,100146.00383362
20250723144900,100146.00383362
20250723145000,100146.00383362
20250723145100,100128.00383362
20250723145200,100128.00383362
20250723145300,100119.00383362
20250723145400,100137.00383362
20250723145500,100137.00383362
20250723145600,100137.00383362
20250723145700,100128.00383362
20250723145800,100119.00383362
20250723145900,100119.00383362
20250723150000,100128.00383362
20250724093000,100164.00383362
20250724093100,100146.00383362
20250724093200,100146.00383362
20250724093300,100155.00383362
20250724093400,100137.00383362
20250724093500,100137.00383362
20250724093600,100101.00383362
20250724093700,100101.00383362
20250724093800,100092.00383362
20250724093900,100119.00383362
20250724094000,100119.00383362
20250724094100,100101.00383362
20250724094200,100092.00383362
20250724094300,100110.00383362
20250724094400,100137.00383362
20250724094500,100137.00383362
20250724094600,100119.00383362
20250724094700,100110.00383362
20250724094800,100092.00383362
20250724094900,100092.00383362
20250724095000,100092.00383362
20250724095100,100074.00383362
20250724095200,100065.00383362
20250724095300,100065.00383362
20250724095400,100065.00383362
20250724095500,100056.00383362
20250724095600,100047.00383362
20250724095700,100020.00383362
20250724095800,100038.00383362
20250724095900,100047.00383362
20250724100000,100038.00383362
20250724100100,100038.00383362
20250724100200,100047.00383362
20250724100300,100029.00383362
20250724100400,100047.00383362
20250724100500,100038.00383362
20250724100600,100038.00383362
20250724100700,100047.00383362
20250724100800,100038.00383362
20250724100900,100047.00383362
20250724101000,100047.00383362
20250724101100,100056.00383362
20250724101200,100047.00383362
20250724101300,100056.00383362
20250724101400,100056.00383362
20250724101500,100056.00383362
20250724101600,100056.00383362
20250724101700,100056.00383362
20250724101800,100047.00383362
20250724101900,100047.00383362
20250724102000,100056.00383362
20250724102100,100065.00383362
20250724102200,100056.00383362
20250724102300,100056.00383362
20250724102400,100056.00383362
20250724102500,100056.00383362
20250724102600,100056.00383362
20250724102700,100056.00383362
20250724102800,100047.00383362
20250724102900,100047.00383362
20250724103000,100047.00383362
20250724103100,100038.00383362
20250724103200,100047.00383362
20250724103300,100038.00383362
20250724103400,100047.00383362
20250724103500,100047.00383362
20250724103600,100056.00383362
20250724103700,100065.00383362
20250724103800,100056.00383362
20250724103900,100074.00383362
20250724104000,100065.00383362
20250724104100,100065.00383362
20250724104200,100065.00383362
20250724104300,100056.00383362
20250724104400,100065.00383362
20250724104500,100047.00383362
20250724104600,100047.00383362
20250724104700,100047.00383362
20250724104800,100047.00383362
20250724104900,100047.00383362
20250724105000,100047.00383362
20250724105100,100047.00383362
20250724105200,100047.00383362
20250724105300,100047.00383362
20250724105400,100047.00383362
20250724105500,100047.00383362
20250724105600,100056.00383362
20250724105700,100065.00383362
20250724105800,100056.00383362
20250724105900,100065.00383362
20250724110000,100065.00383362
20250724110100,100047.00383362
20250724110200,100047.00383362
20250724110300,100047.00383362
20250724110400,100047.00383362
20250724110500,100038.00383362
20250724110600,100038.00383362
20250724110700,100047.00383362
20250724110800,100029.00383362
20250724110900,100029.00383362
20250724111000,100038.00383362
20250724111100,100047.00383362
20250724111200,100038.00383362
20250724111300,100038.00383362
20250724111400,100029.00383362
20250724111500,100047.00383362
20250724111600,100047.00383362
20250724111700,100047.00383362
20250724111800,100047.00383362
20250724111900,100047.00383362
20250724112000,100047.00383362
20250724112100,100056.00383362
20250724112200,100065.00383362
20250724112300,100065.00383362
20250724112400,100056.00383362
20250724112500,100047.00383362
20250724112600,100056.00383362
20250724112700,100047.00383362
20250724112800,100047.00383362
20250724112900,100047.00383362
20250724113000,100056.00383362
20250724130100,100074.00383362
20250724130200,100083.00383362
20250724130300,100074.00383362
20250724130400,100083.00383362
20250724130500,100074.00383362
20250724130600,100083.00383362
20250724130700,100092.00383362
20250724130800,100092.00383362
20250724130900,100092.00383362
20250724131000,100092.00383362
20250724131100,100092.00383362
20250724131200,100083.00383362
20250724131300,100092.00383362
20250724131400,100083.00383362
20250724131500,100092.00383362
20250724131600,100092.00383362
20250724131700,100074.00383362
20250724131800,100083.00383362
20250724131900,100083.00383362
20250724132000,100083.00383362
20250724132100,100083.00383362
20250724132200,100092.00383362
20250724132300,100083.00383362
20250724132400,100083.00383362
20250724132500,100083.00383362
20250724132600,100083.00383362
20250724132700,100083.00383362
20250724132800,100092.00383362
20250724132900,100083.00383362
20250724133000,100065.00383362
20250724133100,100074.00383362
20250724133200,100083.00383362
20250724133300,100092.00383362
20250724133400,100101.00383362
20250724133500,100092.00383362
20250724133600,100119.00383362
20250724133700,100119.00383362
20250724133800,100128.00383362
20250724133900,100119.00383362
20250724134000,100119.00383362
20250724134100,100137.00383362
20250724134200,100137.00383362
20250724134300,100128.00383362
20250724134400,100119.00383362
20250724134500,100110.00383362
20250724134600,100101.00383362
20250724134700,100074.00383362
20250724134800,100074.00383362
20250724134900,100074.00383362
20250724135000,100092.00383362
20250724135100,100074.00383362
20250724135200,100083.00383362
20250724135300,100065.00383362
20250724135400,100074.00383362
20250724135500,100083.00383362
20250724135600,100074.00383362
20250724135700,100074.00383362
20250724135800,100074.00383362
20250724135900,100065.00383362
20250724140000,100074.00383362
20250724140100,100065.00383362
20250724140200,100074.00383362
20250724140300,100074.00383362
20250724140400,100074.00383362
20250724140500,100083.00383362
20250724140600,100083.00383362
20250724140700,100083.00383362
20250724140800,100083.00383362
20250724140900,100092.00383362
20250724141000,100083.00383362
20250724141100,100083.00383362
20250724141200,100083.00383362
20250724141300,100074.00383362
20250724141400,100083.00383362
20250724141500,100074.00383362
20250724141600,100092.00383362
20250724141700,100101.00383362
20250724141800,100101.00383362
20250724141900,100092.00383362
20250724142000,100101.00383362
20250724142100,100101.00383362
20250724142200,100092.00383362
20250724142300,100101.00383362
20250724142400,100092.00383362
20250724142500,100101.00383362
20250724142600,100083.00383362
20250724142700,100083.00383362
20250724142800,100083.00383362
20250724142900,100083.00383362
20250724143000,100083.00383362
20250724143100,100092.00383362
20250724143200,100092.00383362
20250724143300,100092.00383362
20250724143400,100092.00383362
20250724143500,100083.00383362
20250724143600,100092.00383362
20250724143700,100083.00383362
20250724143800,100092.00383362
20250724143900,100110.00383362
20250724144000,100110.00383362
20250724144100,100119.00383362
20250724144200,100110.00383362
20250724144300,100110.00383362
20250724144400,100110.00383362
20250724144500,100101.00383362
20250724144600,100092.00383362
20250724144700,100083.00383362
20250724144800,100110.00383362
20250724144900,100110.00383362
20250724145000,100110.00383362
20250724145100,100092.00383362
20250724145200,100092.00383362
20250724145300,100092.00383362
20250724145400,100092.00383362
20250724145500,100083.00383362
20250724145600,100110.00383362
20250724145700,100119.00383362
20250724145800,100119.00383362
20250724145900,100119.00383362
20250724150000,100119.00383362
20250725093000,100128.00383362
20250725093100,100128.00383362
20250725093200,100083.00383362
20250725093300,100110.00383362
20250725093400,100110.00383362
20250725093500,100110.00383362
20250725093600,100110.00383362
20250725093700,100101.00383362
20250725093800,100092.00383362
20250725093900,100092.00383362
20250725094000,100101.00383362
20250725094100,100101.00383362
20250725094200,100101.00383362
20250725094300,100128.00383362
20250725094400,100146.00383362
20250725094500,100155.00383362
20250725094600,100146.00383362
20250725094700,100164.00383362
20250725094800,100173.00383362
20250725094900,100182.00383362
20250725095000,100182.00383362
20250725095100,100173.00383362
20250725095200,100182.00383362
20250725095300,100200.00383362
20250725095400,100209.00383362
20250725095500,100209.00383362
20250725095600,100218.00383362
20250725095700,100218.00383362
20250725095800,100182.00383362
20250725095900,100182.00383362
20250725100000,100173.00383362
20250725100100,100164.00383362
20250725100200,100191.00383362
20250725100300,100182.00383362
20250725100400,100182.00383362
20250725100500,100182.00383362
20250725100600,100182.00383362
20250725100700,100164.00383362
20250725100800,100146.00383362
20250725100900,100146.00383362
20250725101000,100137.00383362
20250725101100,100155.00383362
20250725101200,100155.00383362
20250725101300,100173.00383362
20250725101400,100173.00383362
20250725101500,100191.00383362
20250725101600,100191.00383362
20250725101700,100191.00383362
20250725101800,100191.00383362
20250725101900,100209.00383362
20250725102000,100200.00383362
20250725102100,100200.00383362
20250725102200,100218.00383362
20250725102300,100218.00383362
20250725102400,100209.00383362
20250725102500,100218.00383362
20250725102600,100218.00383362
20250725102700,100200.00383362
20250725102800,100200.00383362
20250725102900,100182.00383362
20250725103000,100200.00383362
20250725103100,100200.00383362
20250725103200,100209.00383362
20250725103300,100200.00383362
20250725103400,100209.00383362
20250725103500,100209.00383362
20250725103600,100209.00383362
20250725103700,100209.00383362
20250725103800,100218.00383362
20250725103900,100236.00383362
20250725104000,100218.00383362
20250725104100,100218.00383362
20250725104200,100227.00383362
20250725104300,100218.00383362
20250725104400,100209.00383362
20250725104500,100200.00383362
20250725104600,100182.00383362
20250725104700,100191.00383362
20250725104800,100191.00383362
20250725104900,100191.00383362
20250725105000,100191.00383362
20250725105100,100191.00383362
20250725105200,100182.00383362
20250725105300,100191.00383362
20250725105400,100209.00383362
20250725105500,100191.00383362
20250725105600,100191.00383362
20250725105700,100191.00383362
20250725105800,100191.00383362
20250725105900,100191.00383362
20250725110000,100182.00383362
20250725110100,100191.00383362
20250725110200,100182.00383362
20250725110300,100182.00383362
20250725110400,100191.00383362
20250725110500,100200.00383362
20250725110600,100200.00383362
20250725110700,100200.00383362
20250725110800,100200.00383362
20250725110900,100200.00383362
20250725111000,100209.00383362
20250725111100,100209.00383362
20250725111200,100218.00383362
20250725111300,100218.00383362
20250725111400,100209.00383362
20250725111500,100218.00383362
20250725111600,100209.00383362
20250725111700,100209.00383362
20250725111800,100209.00383362
20250725111900,100200.00383362
20250725112000,100200.00383362
20250725112100,100209.00383362
20250725112200,100209.00383362
20250725112300,100191.00383362
20250725112400,100200.00383362
20250725112500,100200.00383362
20250725112600,100209.00383362
20250725112700,100200.00383362
20250725112800,100209.00383362
20250725112900,100209.00383362
20250725113000,100218.00383362
20250725130100,100200.00383362
20250725130200,100209.00383362
20250725130300,100209.00383362
20250725130400,100209.00383362
20250725130500,100209.00383362
20250725130600,100209.00383362
20250725130700,100191.00383362
20250725130800,100182.00383362
20250725130900,100191.00383362
20250725131000,100200.00383362
20250725131100,100182.00383362
20250725131200,100182.00383362
20250725131300,100182.00383362
20250725131400,100200.00383362
20250725131500,100182.00383362
20250725131600,100182.00383362
20250725131700,100200.00383362
20250725131800,100191.00383362
20250725131900,100182.00383362
20250725132000,100182.00383362
20250725132100,100173.00383362
20250725132200,100182.00383362
20250725132300,100173.00383362
20250725132400,100182.00383362
20250725132500,100173.00383362
20250725132600,100173.00383362
20250725132700,100173.00383362
20250725132800,100164.00383362
20250725132900,100164.00383362
20250725133000,100182.00383362
20250725133100,100173.00383362
20250725133200,100164.00383362
20250725133300,100164.00383362
20250725133400,100173.00383362
20250725133500,100173.00383362
20250725133600,100164.00383362
20250725133700,100155.00383362
20250725133800,100155.00383362
20250725133900,100137.00383362
20250725134000,100137.00383362
20250725134100,100137.00383362
20250725134200,100137.00383362
20250725134300,100137.00383362
20250725134400,100128.00383362
20250725134500,100128.00383362
20250725134600,100119.00383362
20250725134700,100128.00383362
20250725134800,100119.00383362
20250725134900,100119.00383362
20250725135000,100110.00383362
20250725135100,100119.00383362
20250725135200,100110.00383362
20250725135300,100110.00383362
20250725135400,100119.00383362
20250725135500,100119.00383362
20250725135600,100137.00383362
20250725135700,100128.00383362
20250725135800,100128.00383362
20250725135900,100137.00383362
20250725140000,100137.00383362
20250725140100,100128.00383362
20250725140200,100146.00383362
20250725140300,100146.00383362
20250725140400,100137.00383362
20250725140500,100137.00383362
20250725140600,100137.00383362
20250725140700,100137.00383362
20250725140800,100128.00383362
20250725140900,100128.00383362
20250725141000,100119.00383362
20250725141100,100119.00383362
20250725141200,100110.00383362
20250725141300,100119.00383362
20250725141400,100119.00383362
20250725141500,100110.00383362
20250725141600,100110.00383362
20250725141700,100110.00383362
20250725141800,100101.00383362
20250725141900,100110.00383362
20250725142000,100119.00383362
20250725142100,100110.00383362
20250725142200,100110.00383362
20250725142300,100119.00383362
20250725142400,100110.00383362
20250725142500,100110.00383362
20250725142600,100119.00383362
20250725142700,100110.00383362
20250725142800,100119.00383362
20250725142900,100119.00383362
20250725143000,100119.00383362
20250725143100,100119.00383362
20250725143200,100119.00383362
20250725143300,100128.00383362
20250725143400,100146.00383362
20250725143500,100146.00383362
20250725143600,100146.00383362
20250725143700,100146.00383362
20250725143800,100137.00383362
20250725143900,100119.00383362
20250725144000,100119.00383362
20250725144100,100128.00383362
20250725144200,100128.00383362
20250725144300,100119.00383362
20250725144400,100119.00383362
20250725144500,100119.00383362
20250725144600,100128.00383362
20250725144700,100128.00383362
20250725144800,100128.00383362
20250725144900,100128.00383362
20250725145000,100128.00383362
20250725145100,100128.00383362
20250725145200,100128.00383362
20250725145300,100128.00383362
20250725145400,100128.00383362
20250725145500,100128.00383362
20250725145600,100128.00383362
20250725145700,100137.00383362
20250725145800,100137.00383362
20250725145900,100137.00383362
20250725150000,100128.00383362
20250728093000,100074.00383362
20250728093100,99903.00383362
20250728093200,99948.00383362
20250728093300,99957.00383362
20250728093400,99939.00383362
20250728093500,99948.00383362
20250728093600,99930.00383362
20250728093700,99939.00383362
20250728093800,99957.00383362
20250728093900,99966.00383362
20250728094000,99930.00383362
20250728094100,99930.00383362
20250728094200,99930.00383362
20250728094300,99921.00383362
20250728094400,99930.00383362
20250728094500,99930.00383362
20250728094600,99939.00383362
20250728094700,99948.00383362
20250728094800,99948.00383362
20250728094900,99957.00383362
20250728095000,99966.00383362
20250728095100,99975.00383362
20250728095200,99975.00383362
20250728095300,99975.00383362
20250728095400,99975.00383362
20250728095500,99966.00383362
20250728095600,99975.00383362
20250728095700,99975.00383362
20250728095800,99975.00383362
20250728095900,99984.00383362
20250728100000,100002.00383362
20250728100100,100002.00383362
20250728100200,99993.00383362
20250728100300,99984.00383362
20250728100400,99975.00383362
20250728100500,99984.00383362
20250728100600,99984.00383362
20250728100700,99993.00383362
20250728100800,100038.00383362
20250728100900,100011.00383362
20250728101000,99984.00383362
20250728101100,100002.00383362
20250728101200,99984.00383362
20250728101300,99984.00383362
20250728101400,99984.00383362
20250728101500,99975.00383362
20250728101600,99975.00383362
20250728101700,99975.00383362
20250728101800,99984.00383362
20250728101900,99966.00383362
20250728102000,99957.00383362
20250728102100,99966.00383362
20250728102200,99966.00383362
20250728102300,99975.00383362
20250728102400,99984.00383362
20250728102500,99993.00383362
20250728102600,99984.00383362
20250728102700,99984.00383362
20250728102800,99984.00383362
20250728102900,99984.00383362
20250728103000,99993.00383362
20250728103100,100002.00383362
20250728103200,100011.00383362
20250728103300,99984.00383362
20250728103400,99993.00383362
20250728103500,99993.00383362
20250728103600,99993.00383362
20250728103700,99984.00383362
20250728103800,99993.00383362
20250728103900,99993.00383362
20250728104000,99993.00383362
20250728104100,100002.00383362
20250728104200,100011.00383362
20250728104300,99993.00383362
20250728104400,100002.00383362
20250728104500,99993.00383362
20250728104600,100002.00383362
20250728104700,100002.00383362
20250728104800,100002.00383362
20250728104900,100011.00383362
20250728105000,100020.00383362
20250728105100,100029.00383362
20250728105200,100029.00383362
20250728105300,100029.00383362
20250728105400,100020.00383362
20250728105500,100020.00383362
20250728105600,100029.00383362
20250728105700,100029.00383362
20250728105800,100029.00383362
20250728105900,100020.00383362
20250728110000,100038.00383362
20250728110100,100047.00383362
20250728110200,100038.00383362
20250728110300,100056.00383362
20250728110400,100056.00383362
20250728110500,100047.00383362
20250728110600,100065.00383362
20250728110700,100074.00383362
20250728110800,100065.00383362
20250728110900,100074.00383362
20250728111000,100065.00383362
20250728111100,100074.00383362
20250728111200,100074.00383362
20250728111300,100065.00383362
20250728111400,100065.00383362
20250728111500,100074.00383362
20250728111600,100065.00383362
20250728111700,100065.00383362
20250728111800,100056.00383362
20250728111900,100083.00383362
20250728112000,100083.00383362
20250728112100,100074.00383362
20250728112200,100065.00383362
20250728112300,100065.00383362
20250728112400,100074.00383362
20250728112500,100083.00383362
20250728112600,100074.00383362
20250728112700,100074.00383362
20250728112800,100065.00383362
20250728112900,100056.00383362
20250728113000,100047.00383362
20250728130100,100056.00383362
20250728130200,100047.00383362
20250728130300,100056.00383362
20250728130400,100101.00383362
20250728130500,100101.00383362
20250728130600,100092.00383362
20250728130700,100074.00383362
20250728130800,100083.00383362
20250728130900,100083.00383362
20250728131000,100083.00383362
20250728131100,100101.00383362
20250728131200,100101.00383362
20250728131300,100101.00383362
20250728131400,100083.00383362
20250728131500,100092.00383362
20250728131600,100101.00383362
20250728131700,100092.00383362
20250728131800,100101.00383362
20250728131900,100101.00383362
20250728132000,100092.00383362
20250728132100,100101.00383362
20250728132200,100128.00383362
20250728132300,100137.00383362
20250728132400,100128.00383362
20250728132500,100074.00383362
20250728132600,100056.00383362
20250728132700,100056.00383362
20250728132800,100056.00383362
20250728132900,100047.00383362
20250728133000,100047.00383362
20250728133100,100020.00383362
20250728133200,100011.00383362
20250728133300,100020.00383362
20250728133400,100038.00383362
20250728133500,100029.00383362
20250728133600,100011.00383362
20250728133700,100011.00383362
20250728133800,100011.00383362
20250728133900,100011.00383362
20250728134000,100020.00383362
20250728134100,100020.00383362
20250728134200,100011.00383362
20250728134300,100011.00383362
20250728134400,100011.00383362
20250728134500,100020.00383362
20250728134600,100020.00383362
20250728134700,100011.00383362
20250728134800,100002.00383362
20250728134900,100002.00383362
20250728135000,99993.00383362
20250728135100,100002.00383362
20250728135200,100002.00383362
20250728135300,100002.00383362
20250728135400,99993.00383362
20250728135500,99993.00383362
20250728135600,99993.00383362
20250728135700,100002.00383362
20250728135800,99993.00383362
20250728135900,99993.00383362
20250728140000,99984.00383362
20250728140100,100002.00383362
20250728140200,100011.00383362
20250728140300,99993.00383362
20250728140400,100002.00383362
20250728140500,99993.00383362
20250728140600,99993.00383362
20250728140700,99993.00383362
20250728140800,99993.00383362
20250728140900,99993.00383362
20250728141000,99975.00383362
20250728141100,99975.00383362
20250728141200,99975.00383362
20250728141300,99975.00383362
20250728141400,99984.00383362
20250728141500,99975.00383362
20250728141600,99966.00383362
20250728141700,99975.00383362
20250728141800,99966.00383362
20250728141900,99957.00383362
20250728142000,99957.00383362
20250728142100,99957.00383362
20250728142200,99948.00383362
20250728142300,99948.00383362
20250728142400,99948.00383362
20250728142500,99957.00383362
20250728142600,99948.00383362
20250728142700,99948.00383362
20250728142800,99939.00383362
20250728142900,99957.00383362
20250728143000,99957.00383362
20250728143100,99948.00383362
20250728143200,99975.00383362
20250728143300,99966.00383362
20250728143400,99957.00383362
20250728143500,99966.00383362
20250728143600,99957.00383362
20250728143700,99948.00383362
20250728143800,99948.00383362
20250728143900,99966.00383362
20250728144000,99957.00383362
20250728144100,99957.00383362
20250728144200,99948.00383362
20250728144300,99948.00383362
20250728144400,99957.00383362
20250728144500,99957.00383362
20250728144600,99948.00383362
20250728144700,99948.00383362
20250728144800,99939.00383362
20250728144900,99948.00383362
20250728145000,99948.00383362
20250728145100,99948.00383362
20250728145200,99939.00383362
20250728145300,99948.00383362
20250728145400,99948.00383362
20250728145500,99966.00383362
20250728145600,99957.00383362
20250728145700,99966.00383362
20250728145800,99975.00383362
20250728145900,99975.00383362
20250728150000,99948.00383362
20250729093000,100056.00383362
20250729093100,100038.00383362
20250729093200,100047.00383362
20250729093300,100020.00383362
20250729093400,100047.00383362
20250729093500,100047.00383362
20250729093600,100056.00383362
20250729093700,100047.00383362
20250729093800,100056.00383362
20250729093900,100065.00383362
20250729094000,100056.00383362
20250729094100,100047.00383362
20250729094200,100038.00383362
20250729094300,100002.00383362
20250729094400,100011.00383362
20250729094500,100002.00383362
20250729094600,100029.00383362
20250729094700,100020.00383362
20250729094800,100029.00383362
20250729094900,100038.00383362
20250729095000,100065.00383362
20250729095100,100056.00383362
20250729095200,100065.00383362
20250729095300,100083.00383362
20250729095400,100083.00383362
20250729095500,100074.00383362
20250729095600,100074.00383362
20250729095700,100056.00383362
20250729095800,100065.00383362
20250729095900,100056.00383362
20250729100000,100056.00383362
20250729100100,100029.00383362
20250729100200,100029.00383362
20250729100300,100047.00383362
20250729100400,100065.00383362
20250729100500,100056.00383362
20250729100600,100056.00383362
20250729100700,100056.00383362
20250729100800,100065.00383362
20250729100900,100065.00383362
20250729101000,100065.00383362
20250729101100,100056.00383362
20250729101200,100074.00383362
20250729101300,100065.00383362
20250729101400,100065.00383362
20250729101500,100065.00383362
20250729101600,100083.00383362
20250729101700,100074.00383362
20250729101800,100074.00383362
20250729101900,100074.00383362
20250729102000,100083.00383362
20250729102100,100074.00383362
20250729102200,100083.00383362
20250729102300,100074.00383362
20250729102400,100065.00383362
20250729102500,100092.00383362
20250729102600,100074.00383362
20250729102700,100083.00383362
20250729102800,100092.00383362
20250729102900,100101.00383362
20250729103000,100110.00383362
20250729103100,100110.00383362
20250729103200,100110.00383362
20250729103300,100110.00383362
20250729103400,100128.00383362
20250729103500,100119.00383362
20250729103600,100101.00383362
20250729103700,100110.00383362
20250729103800,100101.00383362
20250729103900,100101.00383362
20250729104000,100092.00383362
20250729104100,100092.00383362
20250729104200,100092.00383362
20250729104300,100092.00383362
20250729104400,100119.00383362
20250729104500,100119.00383362
20250729104600,100128.00383362
20250729104700,100119.00383362
20250729104800,100128.00383362
20250729104900,100128.00383362
20250729105000,100137.00383362
20250729105100,100137.00383362
20250729105200,100146.00383362
20250729105300,100155.00383362
20250729105400,100164.00383362
20250729105500,100146.00383362
20250729105600,100173.00383362
20250729105700,100164.00383362
20250729105800,100173.00383362
20250729105900,100164.00383362
20250729110000,100164.00383362
20250729110100,100164.00383362
20250729110200,100155.00383362
20250729110300,100155.00383362
20250729110400,100173.00383362
20250729110500,100173.00383362
20250729110600,100173.00383362
20250729110700,100173.00383362
20250729110800,100173.00383362
20250729110900,100182.00383362
20250729111000,100173.00383362
20250729111100,100173.00383362
20250729111200,100182.00383362
20250729111300,100191.00383362
20250729111400,100200.00383362
20250729111500,100191.00383362
20250729111600,100200.00383362
20250729111700,100200.00383362
20250729111800,100191.00383362
20250729111900,100191.00383362
20250729112000,100191.00383362
20250729112100,100182.00383362
20250729112200,100182.00383362
20250729112300,100173.00383362
20250729112400,100164.00383362
20250729112500,100164.00383362
20250729112600,100155.00383362
20250729112700,100146.00383362
20250729112800,100155.00383362
20250729112900,100146.00383362
20250729113000,100155.00383362
20250729130100,100146.00383362
20250729130200,100164.00383362
20250729130300,100164.00383362
20250729130400,100164.00383362
20250729130500,100173.00383362
20250729130600,100173.00383362
20250729130700,100164.00383362
20250729130800,100182.00383362
20250729130900,100173.00383362
20250729131000,100182.00383362
20250729131100,100191.00383362
20250729131200,100182.00383362
20250729131300,100191.00383362
20250729131400,100191.00383362
20250729131500,100191.00383362
20250729131600,100191.00383362
20250729131700,100173.00383362
20250729131800,100173.00383362
20250729131900,100164.00383362
20250729132000,100173.00383362
20250729132100,100164.00383362
20250729132200,100173.00383362
20250729132300,100173.00383362
20250729132400,100173.00383362
20250729132500,100191.00383362
20250729132600,100182.00383362
20250729132700,100191.00383362
20250729132800,100182.00383362
20250729132900,100173.00383362
20250729133000,100182.00383362
20250729133100,100173.00383362
20250729133200,100164.00383362
20250729133300,100164.00383362
20250729133400,100155.00383362
20250729133500,100155.00383362
20250729133600,100146.00383362
20250729133700,100155.00383362
20250729133800,100155.00383362
20250729133900,100155.00383362
20250729134000,100155.00383362
20250729134100,100155.00383362
20250729134200,100155.00383362
20250729134300,100155.00383362
20250729134400,100164.00383362
20250729134500,100155.00383362
20250729134600,100155.00383362
20250729134700,100155.00383362
20250729134800,100173.00383362
20250729134900,100173.00383362
20250729135000,100173.00383362
20250729135100,100164.00383362
20250729135200,100164.00383362
20250729135300,100182.00383362
20250729135400,100173.00383362
20250729135500,100182.00383362
20250729135600,100182.00383362
20250729135700,100173.00383362
20250729135800,100200.00383362
20250729135900,100209.00383362
20250729140000,100209.00383362
20250729140100,100209.00383362
20250729140200,100200.00383362
20250729140300,100209.00383362
20250729140400,100200.00383362
20250729140500,100191.00383362
20250729140600,100200.00383362
20250729140700,100200.00383362
20250729140800,100200.00383362
20250729140900,100191.00383362
20250729141000,100200.00383362
20250729141100,100200.00383362
20250729141200,100191.00383362
20250729141300,100191.00383362
